161,abstention,棄権（投票）,keabstainan,日イン
162,abstinence from alcohol,禁酒,pantangan minum alkohol,日イン
163,abstract,抽象的,abstrak,日イン
164,abstract,抽象的な/要旨,abstrak,イン日
165,abstraction,抽象,abstrak,日イン
166,abstraction,抽象化,abstraksi,イン日
167,abstraction,抽象化,abstraksi,日イン
168,absurd,ありえない/不可能な/無茶な,mustahil,イン日
169,absurd,しつこい/無茶な/強引な,nékat,イン日
171,absurd,理不尽（な）/無茶な,tidak masuk akal,イン日
172,absurdity,無茶,kemustahilan,日イン
173,abundance,多いこと/多さ,banyaknya,イン日
174,abundance,豊か（知識・経験）,banyaknya,日イン
175,abundantly,ふんだんに,banyak,日イン
176,abuse,虐待,penganiayaan,イン日
177,abuse,虐待,penganiayaan,日イン
178,abuse,虐待/拷問,penyiksaan,イン日
179,abuse,濫用,penyalahgunaan,イン日
180,abuse,濫用,penyalahgunaan,日イン
181,abusive word,罵詈雑言,makian,イン日
182,academic society,学会,pertemuan ilmiah,イン日
183,academic society,学会,pertemuan ilmiah,日イン
184,academic transcript,成績証明書,transkrip akadémik,イン日
185,academic year,（大学・学校の）年度,tahun akadémik,イン日
186,academy,アカデミー/学院,akadémi,イン日
187,acceleration,加速,aksélerasi,イン日
188,acceleration,加速,percepatan,日イン
189,accent,アクセント,aksén,イン日
190,accent,アクセント,aksén,日イン
191,accept the situation,喜んでする/あきらめる,réla,イン日
192,accessories,装備/付属/～用品,perlengkapan,イン日
193,accessories,付属,perlengkapan,日イン
194,accessory,アクセサリー,aksésoris,イン日
195,accessory,アクセサリー,aksésoris,日イン
196,accident,事故,kecelakaan,イン日
197,accident,事故,kecelakaan,日イン
198,accident,遭難,tersesatnya,日イン
199,accident certificate,事故証明書,surat pernyataan kecelakaan,日イン
200,accidental,思い掛けない,tidak terduga,日イン
201,accidentally,偶然,kebetulan,日イン
202,accidentally,偶然/たまたま/ばったり,kebetulan,イン日
203,accommodation,収容,penampungan,イン日
204,accommodation,収容,penampungan,日イン
205,accommodation,宿泊,penginapan,日イン
206,accommodation,宿泊/民宿/宿,penginapan,イン日
207,accomplishment,業績,hasil karya,日イン
208,accomplishment,達成,pencapaian,日イン
209,accomplishment,達成/到達,pencapaian,イン日
212,according to,～によると/従う/付いて行く,menurut,イン日
213,according to,準じる/基（もと）づく/～によると,berdasarkan,イン日
214,according to circumstances,事によると,kalau-kalau,日イン
215,accordingly,それで/その理由で/それによって,oléh karena itu,イン日
216,account settlement,決算,penutupan buku,日イン
217,accounting,経理,akuntansi,イン日
218,accounting,経理,akuntasi,日イン
219,accounts,会計,keuangan,日イン
220,accounts,会計/金融,keuangan,イン日
221,accumulation,蓄積,akumulasi,イン日
222,accumulation,蓄積,akumulasi,日イン
223,accuracy,正確,keakuratan,日イン
224,accuracy,正確さ,ketepatan,イン日
225,accuracy,正確さ/精度,keakuratan,イン日
226,accuracy,的確さ,ketepatan,日イン
227,accurate,慎重/慎重に/正確/正確に,saksama,イン日
228,accurate,正確な,akurat,イン日
229,accurate,正確な,jitu,イン日
230,accurate,正確な,akurat,日イン
231,accurate,精密な/的確な/適切な/きっかり/丁度,tepat,イン日
232,accurate,的確な,tepat,日イン
233,accusation,非難/告訴,tuduhan,イン日
234,accuse,起訴する,dakwa,イン日
235,accuse,訴える,gugat,イン日
236,accuser,告発人/原告,pendakwa,イン日
237,achievement,功績,pencapaian,日イン
238,achievement,達成/到達,pencapaian,イン日
239,achievement,到達,pencapaian,日イン
240,acid,酸,asam,日イン
241,acid,酸/酸っぱい,asam,イン日
242,acidity,酸性,sifat asam,日イン
243,acknowledgement,表彰/感謝/敬意,penghargaan,イン日
244,acknowledgment,お礼,ungkapan terima kasih,日イン
245,acquaintance,知り合い,kenalan,日イン
246,acquaintance,知り合い/知人,kenalan,イン日
247,acquaintance,知人,kenalan,日イン
248,acquaintance,面識,kenal,日イン
249,acquisition,獲得,peroléhan,日イン
250,acquisition,取得,pemeroléhan,日イン
251,acquisition,取得/入手,pemeroléhan,イン日
252,acquisition,収益/獲得,peroléhan,イン日
253,acquisition,入手,pemeroléhan,日イン
254,acrophobia,高所恐怖症,akrofobia,イン日
255,acrophobia,高所恐怖症,akrofobia,日イン
256,act,演技,akting,イン日
257,action,活躍/行為/振り,aksi,イン日
259,action,行い/行為/態度,perilaku,イン日
261,action,行動,tindak,イン日
262,action,行動,tindakan,日イン
263,action,行動/動作/行為/対処/措置,tindakan,イン日
265,action,振る舞い/行動,tindak-tanduk,イン日
266,action,振る舞い/行動,tingkah laku,イン日
268,active,活発な,aktif,日イン
269,active,積極的な/活発な,aktif,イン日
270,active,熱心な/活発な,giat,イン日
271,activeness,活発さ/活躍/積極性,keaktifan,イン日
272,activity,活動,aktivitas,イン日
273,activity,活動,kegiatan,イン日
274,activity,活動,aktivitas,日イン
275,activity,活発,keaktifan,日イン
276,activity,活躍,kiprah,イン日
277,activity,活躍,kiprah,日イン
278,actor,俳優,aktor,イン日
279,actor,俳優,aktor,日イン
280,actor,役者,pemeran,イン日
281,actor,役者,pemeran,日イン
282,actress,女優,aktris,日イン
283,actual expense,実費,biaya sebenarnya,イン日
284,actual expense,実費,biaya sebenarnya,日イン
285,actually,現に,sesungguhnya,イン日
287,actually,実は,sebenarnya,日イン
288,actually,実は/本来/本当の,sebenarnya,イン日
289,actually,実際/現に,ternyata,イン日
290,adaptation,適応,adaptasi,イン日
291,adaptation,適応,adaptasi,日イン
292,adaptation,適合,adaptasi,日イン
293,addiction,依存/中毒,ketergantungan,イン日
294,addiction,中毒（依存）,kecanduan,イン日
295,addiction,中毒（依存）,ketagihan,イン日
297,addition,足し算,penambahan,日イン
298,addition,足し算/増殖/追加/補足,penambahan,イン日
300,additional charge,追加費用/別料金/割増料金,biaya tambahan,イン日
301,additional expenses,追加費用,biaya tambahan,日イン
302,address,アドレス,alamat,日イン
303,address,宛先,alamat tujuan,日イン
304,address,宛先/送り先/送付先,alamat tujuan,イン日
305,address,宛名,alamat,日イン
306,address,宛名/アドレス/住所,alamat,イン日
307,address,演説,pidato,日イン
308,address,演説/スピーチ,pidato,イン日
309,adhesive,シール/接着剤,perekat,イン日
310,adhesive,糊/接着剤,lém,イン日
312,adjacent,隣り合う/隣接する,bersebelahan,イン日
313,adjective,形容詞,kata sifat,イン日
314,adjective,形容詞,kata sifat,日イン
315,adjective verb,形容動詞,verba adjéktif,日イン
316,adjustment,加減,pengaturan,日イン
317,adjustment,加減/設定/調節/手回し/整頓/整理,pengaturan,イン日
318,adjustment,順応,adaptasi,日イン
320,adjustment,精算,perhitungan,日イン
321,adjustment,調節,pengaturan,日イン
322,adjustment,片づけ/整理,pembenahan,イン日
323,adjutant,副官/助手,ajudan,イン日
324,administrator,取扱者/管理者,pengendali,イン日
325,admiral,海軍大将,laksamana,イン日
326,admiration,感心,kekaguman,日イン
327,admiration,感心/感銘,kekaguman,イン日
328,admiration,憧れ,pujaan,イン日
329,admiration,憧れ,pujaan,日イン
330,admission,入場（券）,tanda masuk,イン日
331,admission fee,入場料,biaya masuk,イン日
332,admission fee,入場料,biaya masuk,日イン
333,admission free,入場無料,gratis masuk,日イン
334,admission ticket,入場券,karcis masuk,イン日
335,admission ticket,入場券,tikét masuk,イン日
336,admission ticket,入場券,karcis masuk,日イン
337,admissions,入場（券）,tanda masuk,イン日
338,adolescence,若者の/若さ/思春期,keremajaan,イン日
339,adolescent,若者の/若さ/思春期,keremajaan,イン日
340,adopted child,養子,anak angkat,イン日
341,adopted child,養子,anak angkat,日イン
342,adoption,確認（承認・認定）/可決/採択,pengesahan,イン日
343,adoption,採択,pengesahan,日イン
344,adoption,採用,pengadopsian,イン日
345,adoption,採用,pengangkatan,イン日
347,adult,成人,déwasa,日イン
348,adult,成年,déwasa,日イン
349,adult,大人,déwasa,日イン
350,adult,大人/成人/成年,déwasa,イン日
351,adult entertainment,風俗（風俗営業）,hiburan déwasa,日イン
352,advance,進み,kemajuan,日イン
354,advance payment,手付金/頭金/内金/前金,uang muka,イン日
355,advance payment,先払い,prabayar,イン日
356,advance payment,先払い,prabayar,日イン
358,advance payment,前払い,pembayaran di muka,日イン
359,advance payment,頭金/内金/前金,persekot,イン日
360,advance sales,前売り,penjualan di depan,日イン
361,advanced,さらに進んだ/詳細な/年がいった,lanjut,イン日
362,advanced,続き/上級の,lanjutan,イン日
363,advanced learning,科学/学術/学問,ilmu pengetahuan,イン日
364,advanced learning,学術,ilmu pengetahuan,日イン
365,advancement,振興,promosi,日イン
366,advancement,振興/宣伝/促進/販売促進/プロモーション,promosi,イン日
367,advancement,進行,kemajuan,日イン
368,advancement,進出,ékspansi,日イン
369,advancement,進出/拡大/拡張,ékspansi,イン日
370,advancement,前進,kemajuan,日イン
371,advantage,長所/利点,kelebihan,イン日
372,advantage,利点,keuntungan,日イン
373,advantage,良さ/長所/親切,kebaikan,イン日
374,adventure,冒険,petualangan,イン日
375,adventure,冒険,petualangan,日イン
376,adverb,副詞,advérbia,イン日
377,adverb,副詞,advérbia,日イン
378,advertisement,広告,iklan,イン日
379,advertisement,広告,iklan,日イン
380,advertisement,振興/宣伝/促進/販売促進/プロモーション,promosi,イン日
381,advertisement,宣伝,promosi,日イン
382,advice,アドバイス,nasihat,日イン
383,advice,アドバイス/忠告/勧告,nasihat,イン日
384,advice,助言,nasihat,日イン
385,advice,忠告,nasihat,日イン
386,adviser,顧問,penasihat,イン日
387,adviser,顧問,penasihat,日イン
388,aesthetician,エステティシャン,terapis salon éstétik,日イン
389,affair,事件/出来事/場合,kasus,イン日
390,affair,浮気,selingkuh,イン日
391,affair,浮気,selingkuh,日イン
393,affected part,患部,bagian yang sakit,イン日
394,affected part,患部,bagian yang sakit,日イン
395,affection,愛/愛情/愛（いと）おしく思う,kasih,イン日
396,affection,愛情,kasih sayang,イン日
397,affection,愛情,kasih sayang,日イン
398,affiliate,系列,afiliasi,日イン
399,affiliated company,関連会社,perusahaan berafiliasi,日イン
400,affiliation,付属/所属,afiliasi,イン日
401,affinity,相性,kecocokan,日イン
402,affinity,相性/適合性,keserasian,イン日
403,affirmation,肯定,pembenaran,イン日
404,affirmation,肯定,pembenaran,日イン
405,affix,接辞,imbuhan,イン日
406,afraid,恐怖感がある,gamang,イン日
407,afraid,怖い/怖がる/恐れる,takut,イン日
408,Africa,アフリカ,Afrika,イン日
409,Africa,アフリカ,Afrika,日イン
410,African,アフリカ人,orang Afrika,日イン
411,after,～の後で,setelah,イン日
412,after,後（以後）,sesudahnya,日イン
413,after,後（終了後）,seusai,日イン
414,after,後/終了後/直後/途端,seusai,イン日
415,after a long time,久し振り,sudah lama tidak bertemu,日イン
416,after a meal,食後,setelah makan,日イン
417,after all,結局,akhirnya,日イン
418,after all,遂に/ようやく/結局,akhirnya,イン日
419,after childbirth,産後,setelah melahirkan,日イン
420,after that,それから,setelah itu,日イン
421,after this,以後,seterusnya,イン日
422,after this,以後,seterusnya,日イン
423,aftereffect,影響/余波,imbas,イン日
424,afterglow,余韻,gema,日イン
425,afternoon,午後,soré,日イン
426,afternoon,午後（時刻の表現では2時から7時）/夕方,petang,イン日
427,afternoon,午後/夕方,soré,イン日
428,afternoon prayer,夕方の礼拝時間,asar,イン日
429,afternoon sun,西日,matahari sore,日イン
430,after-sales service,アフターサービス,layanan purnajual,イン日
431,after-sales service,アフターサービス,layanan purnajual,日イン
432,aftershock,余震,gempa susulan,イン日
433,aftershock,余震,gempa susulan,日イン
434,again,あと～/再び/また/改めて,lagi,イン日
435,again,また,lagi,日イン
436,again,再び,lagi,日イン
437,again and again,再三,berkali-kali,日イン
438,against,対する,terhadap,イン日
439,against,対する,terhadap,日イン
440,age,歳/年/年間,tahun,イン日
442,age,年（年齢）/年齢,umur,イン日
443,age,年齢,usia,イン日
445,age limit,年齢制限,batas usia,イン日
446,aged,古い（新鮮でない）,basi,イン日
448,aged,枯れる/古い（新鮮でない）,layu,イン日
449,aged,年齢が～の/年を取った,berumur,イン日
450,aged,年齢が～の/年を取った,berusia,イン日
451,aged eye,遠視/老眼,rabun dekat,イン日
452,agency,代理/代理店/代理人,agén,イン日
453,agency,代理店,agén,日イン
454,agency,代理店/庁,agénsi,イン日
455,agenda,議題,agénda,イン日
456,agent,代理/代理店/代理人,agén,イン日
457,agent,代理人,agén,日イン
458,aggression,強気,keagrésifan,日イン
459,aggression,攻撃,agrési,イン日
460,aggressive,強気な,agrésif,日イン
461,aggressive,攻撃的な/果敢な,agrésif,イン日
462,aggressiveness,激しさ,kegarangan,イン日
463,agile,しなやかさ,keélastisan,イン日
464,agile,機敏な,tangkas,イン日
465,agile,機敏な/活発な,lincah,イン日
466,agile,軽快な,tangkas,日イン
467,agony,苦痛/苦悩/苦労,penderitaan,イン日
468,agony,苦悩,penderitaan,日イン
469,agreement,一致,persetujuan,日イン
470,agreement,一致/賛成/承認/同意,persetujuan,イン日
471,agreement,規約,anggaran dasar,日イン
473,agreement,協定/条約,perjanjian,イン日
474,agreement,契約,akad,イン日
475,agreement,合意,kesepakatan,日イン
476,agreement,合意/協定,kesepakatan,イン日
477,agreement,合致,kesesuaian,日イン
478,agreement,同意,persetujuan,日イン
479,agricultural chemical,農薬,péstisida,日イン
480,agriculture,農業,pertanian,日イン
481,agriculture,農業/農耕,pertanian,イン日
482,agriculture,農耕,pertanian,日イン
483,ah,【口語】あ/ええと/おや,ah,イン日
484,ahead,先（前方）,depan,日イン
485,ahead,先（前方）/正面/フロント/前（前方）,depan,イン日
486,AIDS,エイズ,AIDS,イン日
487,AIDS,エイズ,AIDS,日イン
488,aim,志,cita-cita,日イン
489,aim,狙い,sasaran,日イン
490,aim,狙い/的/目標,sasaran,イン日
492,air,空気,udara,日イン
493,air,空気/空中/大気,udara,イン日
494,air,大気,udara,日イン
495,air,大気/空気/天気,hawa,イン日
496,air,風/気（空気）,angin,イン日
497,air conditioner,エアコン,AC,イン日
498,air conditioner,エアコン,AC,日イン
499,air conditioner,クーラー,penyejuk udara,日イン
500,air conditioner,クーラー/冷房,pendingin udara,イン日
501,air current,気流,aliran udara,イン日
502,air current,気流,arus udara,イン日
503,air current,気流,aliran udara,日イン
504,air filter,空気清浄器,penjernih udara,日イン
505,air of importance,貫禄,kewibawaan,イン日
506,air of importance,貫禄,kewibawaan,日イン
507,air pollution,大気汚染,pencemaran udara,イン日
508,air pollution,大気汚染,pencemaran udara,日イン
509,air pressure,気圧/空気圧,tekanan udara,イン日
510,air pressure,空気圧,tekanan udara,日イン
511,air pump,空気入れ,pompa angin,日イン
512,air purifier,空気清浄器,pembersih udara,イン日
513,air route,空路,perjalanan udara,日イン
514,air-conditioner,クーラー/冷房,pendingin udara,イン日
515,air-conditioner,冷房,alat penyejuk udara,日イン
516,airline company,航空会社,maskapai penerbangan,イン日
517,airline company,航空会社,maskapai penerbangan,日イン
518,airline ticket,航空券,tikét pesawat,イン日
519,airline ticket,航空券,tikét pesawat,日イン
520,airmail,エアメール,pos udara,日イン
521,airmail,航空/航空便/飛行/フライト,penerbangan,イン日
522,airmail,航空便,pos udara,日イン
523,airplane,飛行機,kapal terbang,イン日
524,airplane,飛行機,pesawat,イン日
526,airport,空港,lapangan terbang,イン日
527,airport,空港,bandar udara,日イン
528,airport,空港/飛行場,bandar udara,イン日
529,airport,飛行場,bandara,イン日
531,airtight,密封の,kedap udara (gas),日イン
532,airtight,密閉した/気密の,kedap udara,イン日
533,alarm,警報,alarm,イン日
534,alarm,警報,alarm,日イン
535,alarm clock,目覚まし時計,jam béker,イン日
536,alarm clock,目覚まし時計,jam béker,日イン
537,album,アルバム,album,イン日
538,album,アルバム,album,日イン
539,alcohol,アルコール,alkohol,日イン
540,alcohol,アルコール/酒,alkohol,イン日
541,alcohol,酒,arak,イン日
542,alcoholic drink,アルコール飲料,minuman beralkohol,日イン
543,alcoholic drinks,酒,arak,イン日
544,alcoholic drinks,酒（アルコール飲料全般）,minuman beralkohol,日イン
545,alcove,くぼみ,ceruk,イン日
546,alkali,アルカリ,alkali,イン日
547,alkali,アルカリ,alkali,日イン
548,all,すべて,semua,日イン
549,all,一同/すべて/皆/向かい/総合,semua,イン日
550,all,全～,seluruh ~,日イン
551,all,全～/総合,seluruh,イン日
552,all,全体/徹底/全く/全快/全面的な,keseluruhan,イン日
553,all at once,一斉に,secara serentak,日イン
554,all day,一日中,seharian,イン日
555,all day,終日,sepanjang hari,イン日
556,all day,終日,sepanjang hari,日イン
557,all night long,一晩中,semalam suntuk,イン日
558,all of,一気に/ついでに/（～の）皆さん,sekalian,イン日
559,all of you,あなた方/君達,kalian,イン日
560,all of you,君達,kalian,日イン
562,all quiet,しーんと/静かな,sunyi,イン日
563,all quiet,しんとした,sunyi senyap,イン日
564,all quiet,寂しい/孤独な/しーんと,sepi,イン日
565,all right,～できる/～してよい/～し得る/大丈夫な,boléh,イン日
566,all right,大丈夫（な）,tidak apa-apa,日イン
567,all split up,ばらばらの,memecah-belah,日イン
568,all split up,ばらばらの/分裂させる,pecah belah,イン日
569,all the members,全員,semua orang,日イン
570,all the more,なおさら,apalagi,日イン
571,all the persons,一同,semua,日イン
572,all the time,いつも/常に/年中（ねんじゅう）/終始,selalu,イン日
573,all the time,じっと/ずっと/次々/絶えず,terus-menerus,イン日
574,all the time,ずっと,terus-menerus,日イン
575,all the time,年中,selalu,日イン
576,Allah,アッラー（イスラム教の神）,Allah,イン日
577,allergy,アレルギー,alérgi,イン日
578,allergy,アレルギー,alérgi,日イン
579,alley,路地,gang,イン日
580,alley,路地,gang,日イン
581,alliance,同盟,aliansi,イン日
582,alliance,同盟,aliansi,日イン
583,alliance,連邦/同盟,persekutuan,イン日
584,alligator,ワニ,buaya,イン日
585,alligator,ワニ,buaya,日イン
586,allotment,配当,jatah,日イン
587,allotment,配当/割り当て,jatah,イン日
588,alloy,合金,logam campur,日イン
589,all-round,万能な,serbabisa,日イン
590,ally,同盟者/仲間,sekutu,イン日
591,alma mater,母校,almamater,イン日
592,alma mater,母校,almamater,日イン
593,almighty,万能,mahakuasa,イン日
594,almighty,万能,mahakuasa,日イン
595,almond,アーモンド,almon,イン日
596,almond,アーモンド,badam,イン日
598,almost,～しそうになる,hampir-hampir,イン日
599,almost,ほとんど,hampir,日イン
600,almost,惜しい/近い/ほとんど/～しかける/ほぼ,hampir,イン日
601,almost all,大概,hampir semua,イン日
602,almost all,大概,hampir semua,日イン
603,alms,（断食明けの）喜捨（きしゃ）/本能,fitrah,イン日
604,alms,施（ほどこ）し,sedekah,イン日
605,alone,（ふ）一人だけの/一人で,seorang diri,イン日
606,alone,一人（相手や仲間がいない）,sendirian,日イン
607,alone,一人で,sendiri,日イン
608,alone,自分（自覚・自意識）/単独/一人で/自ら,sendiri,イン日
609,along,～沿い,sepanjang ~,日イン
610,along,～中（じゅう）/～沿い,sepanjang,イン日
611,along a railway,沿線,sepanjang rél,日イン
612,alphabet,アルファベット,abjad,イン日
613,alphabet,アルファベット,alfabét,イン日
614,alphabet,アルファベット,alfabét,日イン
615,already,（～して）しまう,telanjur,イン日
616,already,（～して）しまう,terlanjur ~,日イン
617,already,すでに,telah,イン日
619,already,とっくに,jauh hari,イン日
620,already,とっくに,jauh hari,日イン
621,already,もう,sudah,日イン
622,already,もう/すでに,sudah,イン日
623,already,準備ができた/用意がある/すでに,sedia,イン日
624,also,～も/～すら/だとしても/全然/ちゃんと,pun,イン日
625,also,かつ,dan,日イン
626,also,また/同様に,pula,イン日
627,alternately,交互に,berganti-ganti,日イン
628,alternately,代わる代わる/交互に,berganti-ganti,イン日
629,alternation,交互,bergantian,イン日
630,alternation,交互,bergantian,日イン
631,alternation,変更,pengubahan,日イン
632,alternative,代わりの/代替の,alternatif,イン日
633,alternative plan,代案,rencana alternatif,日イン
634,although,～にもかかわらず,walaupun,イン日
635,although,～にもかかわらず,walaupun ~,日イン
636,although,けれども,tetapi,日イン
637,although,けれども/しかし/ただし,tetapi,イン日
638,although,実際には/～なのに,padahal,イン日
639,altitude,高度,ketinggian,日イン
640,aluminum,アルミ/アルミニウム,aluminium,イン日
641,aluminum,アルミニウム,aluminium,日イン
642,aluminum foil,アルミホイル,kertas aluminium,日イン
643,alumni,同窓生,alumni,イン日
644,always,いつも,selalu,日イン
645,always,いつも/常に,senantiasa,イン日
646,always,いつも/常に/年中（ねんじゅう）/終始,selalu,イン日
647,always,永遠に/始終,selamanya,イン日
648,always,始終,selamanya,日イン
650,always,常に,selalu,日イン
651,always,必ず,pasti,日イン
652,amateur,アマチュア,amatir,イン日
653,amateur,アマチュア,amatir,日イン
654,amateur,素人,orang awam,日イン
655,ambassador,使節/大使,duta,イン日
656,ambassador,大使,duta besar,イン日
657,ambassador,大使,duta besar,日イン
658,amber,琥珀,ambar,日イン
659,ambition,夢/願望/志,cita-cita,イン日
660,ambition,野心,ambisi,イン日
661,ambition,野心,ambisi,日イン
662,ambulance,救急車,ambulan,イン日
663,ambulance,救急車,ambulans,日イン
664,amendment,改正,amandemén,イン日
665,amendment,改正,amandemén,日イン
666,America,アメリカ,Amérika,イン日
667,America,アメリカ,Amérika,日イン
668,American,アメリカ人,orang Amérika,日イン
669,amiability,愛想/気さくさ/和やかさ/温和さ,keramahan,イン日
670,amiability,和やかさ,keramahan,日イン
671,amiable,愛想,keramahan,日イン
672,amiable,愛想/気さくさ/和やかさ/温和さ,keramahan,イン日
673,amiable,和やかな,ramah,日イン
674,amiable,和やかな/気さくな/温和な,ramah,イン日
